[2022-10-20 17:15:39,966][INFO] start training!
[2022-10-20 17:16:01,858][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:03,922][INFO] Train Epoch: 1  [600/1000 (60%)]     Batch_Loss: 0.012790       Batch_Acc: 64.000%
[2022-10-20 17:16:03,922][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:05,755][INFO] Train Epoch: 1  [650/1000 (65%)]     Batch_Loss: 0.011450       Batch_Acc: 68.000%
[2022-10-20 17:16:05,756][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:07,564][INFO] Train Epoch: 1  [700/1000 (70%)]     Batch_Loss: 0.009925       Batch_Acc: 76.000%
[2022-10-20 17:16:07,564][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:09,566][INFO] Train Epoch: 1  [750/1000 (75%)]     Batch_Loss: 0.011210       Batch_Acc: 76.000%
[2022-10-20 17:16:09,567][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:11,257][INFO] Train Epoch: 1  [800/1000 (80%)]     Batch_Loss: 0.011452       Batch_Acc: 70.000%
[2022-10-20 17:16:11,258][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:12,953][INFO] Train Epoch: 1  [850/1000 (85%)]     Batch_Loss: 0.011098       Batch_Acc: 74.000%
[2022-10-20 17:16:12,953][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:14,772][INFO] Train Epoch: 1  [900/1000 (90%)]     Batch_Loss: 0.011091       Batch_Acc: 78.000%
[2022-10-20 17:16:14,772][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:16,456][INFO] Train Epoch: 1  [950/1000 (95%)]     Batch_Loss: 0.011403       Batch_Acc: 72.000%
[2022-10-20 17:16:16,456][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:16,456][INFO] ###############################################################################################################

[2022-10-20 17:16:16,456][INFO] Train Epoch: [1\200]	time: 36s
[2022-10-20 17:16:16,456][INFO] lr_rate: 0.0001

[2022-10-20 17:16:16,456][INFO] Train_Loss: 0.012168      Train_Acc: 66.500%

[2022-10-20 17:16:16,457][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:23,631][INFO] Test_Loss: 0.015000      Test_Acc: 50.000%

[2022-10-20 17:16:23,632][INFO] --------------------------------------------------------
[2022-10-20 17:16:23,800][INFO] start training!
[2022-10-20 17:16:24,151][INFO] Train Epoch: 2  [0/1000 (0%)]     Batch_Loss: 0.010480       Batch_Acc: 74.000%
[2022-10-20 17:16:24,151][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:24,761][INFO] Train Epoch: 2  [50/1000 (5%)]     Batch_Loss: 0.009935       Batch_Acc: 84.000%
[2022-10-20 17:16:24,762][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:26,273][INFO] Train Epoch: 2  [100/1000 (10%)]     Batch_Loss: 0.011417       Batch_Acc: 80.000%
[2022-10-20 17:16:26,273][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:26,744][INFO] Train Epoch: 2  [150/1000 (15%)]     Batch_Loss: 0.012099       Batch_Acc: 68.000%
[2022-10-20 17:16:26,745][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:27,261][INFO] Train Epoch: 2  [200/1000 (20%)]     Batch_Loss: 0.010477       Batch_Acc: 76.000%
[2022-10-20 17:16:27,262][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:27,751][INFO] Train Epoch: 2  [250/1000 (25%)]     Batch_Loss: 0.011056       Batch_Acc: 74.000%
[2022-10-20 17:16:27,751][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:28,258][INFO] Train Epoch: 2  [300/1000 (30%)]     Batch_Loss: 0.009369       Batch_Acc: 84.000%
[2022-10-20 17:16:28,258][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:28,753][INFO] Train Epoch: 2  [350/1000 (35%)]     Batch_Loss: 0.008968       Batch_Acc: 88.000%
[2022-10-20 17:16:28,753][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:29,356][INFO] Train Epoch: 2  [400/1000 (40%)]     Batch_Loss: 0.009061       Batch_Acc: 82.000%
[2022-10-20 17:16:29,357][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:30,246][INFO] Train Epoch: 2  [450/1000 (45%)]     Batch_Loss: 0.010112       Batch_Acc: 72.000%
[2022-10-20 17:16:30,246][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:30,713][INFO] Train Epoch: 2  [500/1000 (50%)]     Batch_Loss: 0.013112       Batch_Acc: 66.000%
[2022-10-20 17:16:30,713][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:31,344][INFO] Train Epoch: 2  [550/1000 (55%)]     Batch_Loss: 0.010231       Batch_Acc: 72.000%
[2022-10-20 17:16:31,345][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:32,010][INFO] Train Epoch: 2  [600/1000 (60%)]     Batch_Loss: 0.011028       Batch_Acc: 68.000%
[2022-10-20 17:16:32,010][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:32,448][INFO] Train Epoch: 2  [650/1000 (65%)]     Batch_Loss: 0.009963       Batch_Acc: 72.000%
[2022-10-20 17:16:32,448][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:33,042][INFO] Train Epoch: 2  [700/1000 (70%)]     Batch_Loss: 0.008962       Batch_Acc: 82.000%
[2022-10-20 17:16:33,042][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:33,562][INFO] Train Epoch: 2  [750/1000 (75%)]     Batch_Loss: 0.010379       Batch_Acc: 78.000%
[2022-10-20 17:16:33,562][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:34,046][INFO] Train Epoch: 2  [800/1000 (80%)]     Batch_Loss: 0.008342       Batch_Acc: 86.000%
[2022-10-20 17:16:34,047][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:34,645][INFO] Train Epoch: 2  [850/1000 (85%)]     Batch_Loss: 0.012617       Batch_Acc: 70.000%
[2022-10-20 17:16:34,645][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:35,154][INFO] Train Epoch: 2  [900/1000 (90%)]     Batch_Loss: 0.009398       Batch_Acc: 76.000%
[2022-10-20 17:16:35,155][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:35,560][INFO] Train Epoch: 2  [950/1000 (95%)]     Batch_Loss: 0.012100       Batch_Acc: 74.000%
[2022-10-20 17:16:35,560][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:35,561][INFO] ###############################################################################################################

[2022-10-20 17:16:35,561][INFO] Train Epoch: [2\200]	time: 11s
[2022-10-20 17:16:35,561][INFO] lr_rate: 0.0001

[2022-10-20 17:16:35,561][INFO] Train_Loss: 0.010455      Train_Acc: 76.300%

[2022-10-20 17:16:35,561][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:36,832][INFO] Test_Loss: 0.017483      Test_Acc: 51.500%

[2022-10-20 17:16:36,832][INFO] --------------------------------------------------------
[2022-10-20 17:16:36,861][INFO] start training!
[2022-10-20 17:16:37,520][INFO] Train Epoch: 3  [0/1000 (0%)]     Batch_Loss: 0.010578       Batch_Acc: 68.000%
[2022-10-20 17:16:37,521][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:38,686][INFO] Train Epoch: 3  [50/1000 (5%)]     Batch_Loss: 0.010513       Batch_Acc: 80.000%
[2022-10-20 17:16:38,687][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:39,368][INFO] Train Epoch: 3  [100/1000 (10%)]     Batch_Loss: 0.008093       Batch_Acc: 80.000%
[2022-10-20 17:16:39,368][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:40,223][INFO] Train Epoch: 3  [150/1000 (15%)]     Batch_Loss: 0.010232       Batch_Acc: 72.000%
[2022-10-20 17:16:40,223][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:41,457][INFO] Train Epoch: 3  [200/1000 (20%)]     Batch_Loss: 0.009925       Batch_Acc: 74.000%
[2022-10-20 17:16:41,457][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:43,470][INFO] Train Epoch: 3  [250/1000 (25%)]     Batch_Loss: 0.011439       Batch_Acc: 72.000%
[2022-10-20 17:16:43,471][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:45,694][INFO] Train Epoch: 3  [300/1000 (30%)]     Batch_Loss: 0.010791       Batch_Acc: 72.000%
[2022-10-20 17:16:45,694][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:47,752][INFO] Train Epoch: 3  [350/1000 (35%)]     Batch_Loss: 0.010086       Batch_Acc: 78.000%
[2022-10-20 17:16:47,752][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:48,765][INFO] Train Epoch: 3  [400/1000 (40%)]     Batch_Loss: 0.009489       Batch_Acc: 90.000%
[2022-10-20 17:16:48,765][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:49,777][INFO] Train Epoch: 3  [450/1000 (45%)]     Batch_Loss: 0.008857       Batch_Acc: 80.000%
[2022-10-20 17:16:49,778][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:50,558][INFO] Train Epoch: 3  [500/1000 (50%)]     Batch_Loss: 0.008743       Batch_Acc: 76.000%
[2022-10-20 17:16:50,559][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:51,373][INFO] Train Epoch: 3  [550/1000 (55%)]     Batch_Loss: 0.007528       Batch_Acc: 86.000%
[2022-10-20 17:16:51,373][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:52,158][INFO] Train Epoch: 3  [600/1000 (60%)]     Batch_Loss: 0.009250       Batch_Acc: 78.000%
[2022-10-20 17:16:52,158][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:53,047][INFO] Train Epoch: 3  [650/1000 (65%)]     Batch_Loss: 0.011464       Batch_Acc: 74.000%
[2022-10-20 17:16:53,048][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:54,029][INFO] Train Epoch: 3  [700/1000 (70%)]     Batch_Loss: 0.012535       Batch_Acc: 60.000%
[2022-10-20 17:16:54,030][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:54,948][INFO] Train Epoch: 3  [750/1000 (75%)]     Batch_Loss: 0.009272       Batch_Acc: 80.000%
[2022-10-20 17:16:54,948][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:55,979][INFO] Train Epoch: 3  [800/1000 (80%)]     Batch_Loss: 0.010219       Batch_Acc: 70.000%
[2022-10-20 17:16:55,979][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:56,968][INFO] Train Epoch: 3  [850/1000 (85%)]     Batch_Loss: 0.008964       Batch_Acc: 80.000%
[2022-10-20 17:16:56,969][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:57,937][INFO] Train Epoch: 3  [900/1000 (90%)]     Batch_Loss: 0.009513       Batch_Acc: 76.000%
[2022-10-20 17:16:57,937][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:58,953][INFO] Train Epoch: 3  [950/1000 (95%)]     Batch_Loss: 0.008975       Batch_Acc: 82.000%
[2022-10-20 17:16:58,953][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:16:58,954][INFO] ###############################################################################################################

[2022-10-20 17:16:58,954][INFO] Train Epoch: [3\200]	time: 22s
[2022-10-20 17:16:58,954][INFO] lr_rate: 0.0001

[2022-10-20 17:16:58,954][INFO] Train_Loss: 0.009823      Train_Acc: 76.400%

[2022-10-20 17:16:58,954][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:02,438][INFO] Test_Loss: 0.011803      Test_Acc: 67.000%

[2022-10-20 17:17:02,438][INFO] --------------------------------------------------------
[2022-10-20 17:17:02,464][INFO] start training!
[2022-10-20 17:17:03,748][INFO] Train Epoch: 4  [0/1000 (0%)]     Batch_Loss: 0.011118       Batch_Acc: 66.000%
[2022-10-20 17:17:03,748][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:04,854][INFO] Train Epoch: 4  [50/1000 (5%)]     Batch_Loss: 0.009733       Batch_Acc: 84.000%
[2022-10-20 17:17:04,855][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:06,551][INFO] Train Epoch: 4  [100/1000 (10%)]     Batch_Loss: 0.007292       Batch_Acc: 84.000%
[2022-10-20 17:17:06,551][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:08,104][INFO] Train Epoch: 4  [150/1000 (15%)]     Batch_Loss: 0.009611       Batch_Acc: 74.000%
[2022-10-20 17:17:08,104][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:09,656][INFO] Train Epoch: 4  [200/1000 (20%)]     Batch_Loss: 0.009097       Batch_Acc: 80.000%
[2022-10-20 17:17:09,657][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:11,070][INFO] Train Epoch: 4  [250/1000 (25%)]     Batch_Loss: 0.009685       Batch_Acc: 78.000%
[2022-10-20 17:17:11,071][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:12,453][INFO] Train Epoch: 4  [300/1000 (30%)]     Batch_Loss: 0.010218       Batch_Acc: 76.000%
[2022-10-20 17:17:12,453][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:13,808][INFO] Train Epoch: 4  [350/1000 (35%)]     Batch_Loss: 0.008442       Batch_Acc: 82.000%
[2022-10-20 17:17:13,808][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:15,045][INFO] Train Epoch: 4  [400/1000 (40%)]     Batch_Loss: 0.008404       Batch_Acc: 86.000%
[2022-10-20 17:17:15,045][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:16,151][INFO] Train Epoch: 4  [450/1000 (45%)]     Batch_Loss: 0.009776       Batch_Acc: 76.000%
[2022-10-20 17:17:16,152][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:17,450][INFO] Train Epoch: 4  [500/1000 (50%)]     Batch_Loss: 0.008245       Batch_Acc: 84.000%
[2022-10-20 17:17:17,451][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:18,664][INFO] Train Epoch: 4  [550/1000 (55%)]     Batch_Loss: 0.010282       Batch_Acc: 70.000%
[2022-10-20 17:17:18,664][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:19,890][INFO] Train Epoch: 4  [600/1000 (60%)]     Batch_Loss: 0.009781       Batch_Acc: 74.000%
[2022-10-20 17:17:19,891][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:20,948][INFO] Train Epoch: 4  [650/1000 (65%)]     Batch_Loss: 0.006770       Batch_Acc: 86.000%
[2022-10-20 17:17:20,948][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:22,043][INFO] Train Epoch: 4  [700/1000 (70%)]     Batch_Loss: 0.010875       Batch_Acc: 82.000%
[2022-10-20 17:17:22,043][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:23,064][INFO] Train Epoch: 4  [750/1000 (75%)]     Batch_Loss: 0.013234       Batch_Acc: 72.000%
[2022-10-20 17:17:23,064][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:23,953][INFO] Train Epoch: 4  [800/1000 (80%)]     Batch_Loss: 0.006511       Batch_Acc: 92.000%
[2022-10-20 17:17:23,953][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:25,088][INFO] Train Epoch: 4  [850/1000 (85%)]     Batch_Loss: 0.009020       Batch_Acc: 78.000%
[2022-10-20 17:17:25,089][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:26,567][INFO] Train Epoch: 4  [900/1000 (90%)]     Batch_Loss: 0.012397       Batch_Acc: 72.000%
[2022-10-20 17:17:26,567][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:28,153][INFO] Train Epoch: 4  [950/1000 (95%)]     Batch_Loss: 0.010883       Batch_Acc: 76.000%
[2022-10-20 17:17:28,154][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:28,154][INFO] ###############################################################################################################

[2022-10-20 17:17:28,154][INFO] Train Epoch: [4\200]	time: 25s
[2022-10-20 17:17:28,154][INFO] lr_rate: 0.0001

[2022-10-20 17:17:28,154][INFO] Train_Loss: 0.009569      Train_Acc: 78.600%

[2022-10-20 17:17:28,154][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:33,223][INFO] Test_Loss: 0.010766      Test_Acc: 73.000%

[2022-10-20 17:17:33,224][INFO] --------------------------------------------------------
[2022-10-20 17:17:33,257][INFO] start training!
[2022-10-20 17:17:34,330][INFO] Train Epoch: 5  [0/1000 (0%)]     Batch_Loss: 0.008344       Batch_Acc: 80.000%
[2022-10-20 17:17:34,331][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:35,138][INFO] Train Epoch: 5  [50/1000 (5%)]     Batch_Loss: 0.006841       Batch_Acc: 84.000%
[2022-10-20 17:17:35,138][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:36,066][INFO] Train Epoch: 5  [100/1000 (10%)]     Batch_Loss: 0.010989       Batch_Acc: 80.000%
[2022-10-20 17:17:36,066][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:36,858][INFO] Train Epoch: 5  [150/1000 (15%)]     Batch_Loss: 0.007606       Batch_Acc: 88.000%
[2022-10-20 17:17:36,858][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:37,754][INFO] Train Epoch: 5  [200/1000 (20%)]     Batch_Loss: 0.008285       Batch_Acc: 76.000%
[2022-10-20 17:17:37,754][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:38,870][INFO] Train Epoch: 5  [250/1000 (25%)]     Batch_Loss: 0.008243       Batch_Acc: 80.000%
[2022-10-20 17:17:38,870][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:39,652][INFO] Train Epoch: 5  [300/1000 (30%)]     Batch_Loss: 0.009161       Batch_Acc: 78.000%
[2022-10-20 17:17:39,653][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:40,544][INFO] Train Epoch: 5  [350/1000 (35%)]     Batch_Loss: 0.008775       Batch_Acc: 80.000%
[2022-10-20 17:17:40,544][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:41,451][INFO] Train Epoch: 5  [400/1000 (40%)]     Batch_Loss: 0.009192       Batch_Acc: 82.000%
[2022-10-20 17:17:41,452][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:42,498][INFO] Train Epoch: 5  [450/1000 (45%)]     Batch_Loss: 0.010025       Batch_Acc: 74.000%
[2022-10-20 17:17:42,498][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:43,350][INFO] Train Epoch: 5  [500/1000 (50%)]     Batch_Loss: 0.006577       Batch_Acc: 94.000%
[2022-10-20 17:17:43,350][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:44,377][INFO] Train Epoch: 5  [550/1000 (55%)]     Batch_Loss: 0.013367       Batch_Acc: 80.000%
[2022-10-20 17:17:44,378][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:45,347][INFO] Train Epoch: 5  [600/1000 (60%)]     Batch_Loss: 0.011690       Batch_Acc: 68.000%
[2022-10-20 17:17:45,347][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:46,248][INFO] Train Epoch: 5  [650/1000 (65%)]     Batch_Loss: 0.010132       Batch_Acc: 84.000%
[2022-10-20 17:17:46,248][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:47,453][INFO] Train Epoch: 5  [700/1000 (70%)]     Batch_Loss: 0.011461       Batch_Acc: 68.000%
[2022-10-20 17:17:47,453][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:48,662][INFO] Train Epoch: 5  [750/1000 (75%)]     Batch_Loss: 0.008123       Batch_Acc: 88.000%
[2022-10-20 17:17:48,662][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:50,585][INFO] Train Epoch: 5  [800/1000 (80%)]     Batch_Loss: 0.008529       Batch_Acc: 78.000%
[2022-10-20 17:17:50,586][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:52,548][INFO] Train Epoch: 5  [850/1000 (85%)]     Batch_Loss: 0.009903       Batch_Acc: 76.000%
[2022-10-20 17:17:52,549][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:54,676][INFO] Train Epoch: 5  [900/1000 (90%)]     Batch_Loss: 0.007539       Batch_Acc: 84.000%
[2022-10-20 17:17:54,676][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:55,869][INFO] Train Epoch: 5  [950/1000 (95%)]     Batch_Loss: 0.009839       Batch_Acc: 86.000%
[2022-10-20 17:17:55,869][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:55,870][INFO] ###############################################################################################################

[2022-10-20 17:17:55,870][INFO] Train Epoch: [5\200]	time: 22s
[2022-10-20 17:17:55,870][INFO] lr_rate: 0.0001

[2022-10-20 17:17:55,870][INFO] Train_Loss: 0.009231      Train_Acc: 80.400%

[2022-10-20 17:17:55,870][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:17:59,818][INFO] Test_Loss: 0.011051      Test_Acc: 73.500%

[2022-10-20 17:17:59,819][INFO] --------------------------------------------------------
[2022-10-20 17:17:59,845][INFO] start training!
[2022-10-20 17:18:00,550][INFO] Train Epoch: 6  [0/1000 (0%)]     Batch_Loss: 0.006623       Batch_Acc: 88.000%
[2022-10-20 17:18:00,551][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:18:01,454][INFO] Train Epoch: 6  [50/1000 (5%)]     Batch_Loss: 0.007348       Batch_Acc: 90.000%
[2022-10-20 17:18:01,454][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:18:02,444][INFO] Train Epoch: 6  [100/1000 (10%)]     Batch_Loss: 0.006990       Batch_Acc: 84.000%
[2022-10-20 17:18:02,444][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:18:03,302][INFO] Train Epoch: 6  [150/1000 (15%)]     Batch_Loss: 0.008753       Batch_Acc: 78.000%
[2022-10-20 17:18:03,302][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:18:04,356][INFO] Train Epoch: 6  [200/1000 (20%)]     Batch_Loss: 0.008596       Batch_Acc: 76.000%
[2022-10-20 17:18:04,356][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:18:05,472][INFO] Train Epoch: 6  [250/1000 (25%)]     Batch_Loss: 0.008217       Batch_Acc: 82.000%
[2022-10-20 17:18:05,472][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:18:06,658][INFO] Train Epoch: 6  [300/1000 (30%)]     Batch_Loss: 0.008229       Batch_Acc: 82.000%
[2022-10-20 17:18:06,658][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:18:08,073][INFO] Train Epoch: 6  [350/1000 (35%)]     Batch_Loss: 0.009775       Batch_Acc: 74.000%
[2022-10-20 17:18:08,073][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:18:09,256][INFO] Train Epoch: 6  [400/1000 (40%)]     Batch_Loss: 0.007266       Batch_Acc: 84.000%
[2022-10-20 17:18:09,256][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:18:10,641][INFO] Train Epoch: 6  [450/1000 (45%)]     Batch_Loss: 0.008797       Batch_Acc: 78.000%
[2022-10-20 17:18:10,642][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:18:12,896][INFO] Train Epoch: 6  [500/1000 (50%)]     Batch_Loss: 0.006468       Batch_Acc: 90.000%
[2022-10-20 17:18:12,896][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:18:14,551][INFO] Train Epoch: 6  [550/1000 (55%)]     Batch_Loss: 0.007116       Batch_Acc: 86.000%
[2022-10-20 17:18:14,551][INFO] -----------------------------------------------------------------------------------------------------------
[2022-10-20 17:18:16,053][INFO] Train Epoch: 6  [600/1000 (60%)]     Batch_Loss: 0.007153       Batch_Acc: 86.000%
[2022-10-20 17:18:16,054][INFO] -----------------------------------------------------------------------------------------------------------
